                frame                 | number |       log        
 61ca0174-59bc-4985-bc35-72580f76366b |     80 | 5.94404243796206
 38f86fe0-c1fe-413b-b28c-28e01422eba3 |     81 | 5.91644937679975
 9d0e0d8c-5e03-42e6-8d13-907260ccb1da |     82 | 5.91639318315787
 efe41f20-be04-489f-b9eb-190f430873b0 |     83 | 5.92638755259151
 7f54e29c-8120-438a-9b60-5c8456340bd7 |     84 | 5.91160235667068
 e4d62383-bdb3-44d1-ba14-a5f5a49c8cfd |     85 | 5.91403764645315
 aac22620-86c7-4ce6-a1ce-29d7ec5411d8 |     86 | 5.91650620555465
 010a104d-adba-445d-a078-496482c6f090 |     87 | 5.91163964363365
 3cb1914c-5a95-47dc-9e59-b138d1141bf2 |     88 | 5.91375118725431
 60b4d307-9455-4206-9b26-d1293a36ec0e |     89 |  6.0022237758393
 73db4943-60c1-4e50-a382-90754afe1565 |     90 | 5.95426888902457
 d81de36d-f067-4489-b677-5efa6d99b046 |     91 | 5.91592221406735
 414f7877-189e-4816-a6be-a6510171ef7b |     92 |  5.9133762695245
 916ce8d6-e29a-4483-94eb-40dc8713bdf1 |     93 |   5.902920805543
 7ce7a0de-514d-40b7-ab6e-7c28d8e6821a |     94 | 5.90778189249195
 4d4d742b-1c56-4134-b010-bca164e4211d |     95 | 5.92250290989939
 aa79749a-5160-4830-80ee-753e053c57eb |     96 | 5.91435948864539
 1311f8ac-1ad0-487b-a846-bfe018d2af3c |     97 | 5.90423839516082
 a7149f6b-5494-42c8-baed-4c76ac31ff27 |     98 | 5.90867370662051
 5b8a152d-6844-47a9-9728-176114ed1819 |     99 | 6.02826564664167
 08282d38-d790-4351-9779-feb350cb1330 |    100 | 5.92528909876765
 92bdc777-e1e0-4955-82cd-6fa3442e8692 |    101 |  5.8892546807816
 de0265b5-40df-49c4-a40f-f8ceaebcce15 |    102 | 5.89338694906654
 ec9b3d5c-9e95-4aec-a381-377c625ded03 |    103 | 5.88902413031511
 ca977389-941e-45d9-bdf8-9e247b132051 |    104 | 5.89654262391531
 6efef3d0-77bb-4991-9c75-60e5ad04e4af |    105 | 5.89659798099956
 a929c38b-c717-4954-88e0-34a93ce0508b |    106 | 5.90386729065862
 f729770b-7c1e-494c-81b0-424ed4f5f1db |    107 | 5.89052006463856
 6e8e834f-7a09-42be-be01-989810a90e1c |    108 | 5.90095291236419
 1c4e39e1-192b-4d4d-94c2-3948d8bc39d5 |    109 | 6.04692227736896
 0faa2a62-d3df-4cfe-aaec-9d2124941908 |    110 | 5.88147537671163
 96e531d8-2751-43bd-b717-708b42c8a235 |    111 |  5.8968317101169
 aa3da4e3-d5dc-42d2-a467-a5cfb4705d14 |    112 | 5.87847959668012
 b2d3361b-1af3-40e1-8e49-55e4bf3a830f |    113 | 5.89410315043417
 dc898051-c8f3-4257-94c0-caf81716740f |    114 | 5.88339227224487
 7714cc84-caa3-41da-ac69-16be9c245fa7 |    115 | 5.89257804078528
 c6713968-cd36-4c5f-bdb7-40184e8d8d87 |    116 | 5.88894655601845
 9f11d9a2-6797-412c-b691-e8df4b65eaeb |    117 | 5.89247593240466
 8e01061e-64a1-491e-9603-e4c9fc199a67 |    118 | 5.87969974349633
 e5b1fd07-c0be-4d25-aeeb-f27fde5a25f9 |    119 | 6.04007028165289
 aaf8be13-a11d-42d3-8033-64718b37ba07 |    120 | 5.85228231014245
 4501a994-f729-4e90-a643-2ccf3e359dea |    121 |  5.8826633893652
 919169b6-f5fd-4566-ac83-547bce39ecdb |    122 | 5.86742417062426
 fba82db7-36e8-4ad3-bddd-ffed3429f7b1 |    123 | 5.88038267363876
 806f24a6-c82f-4280-9058-1375ba4ee853 |    124 | 5.89551679481418
 b82d8d0d-3437-4dc6-b403-f5ec5fbd749e |    125 | 5.87745982451405
 8127acf4-42d1-4349-9cb8-3e46730d38f6 |    126 | 5.87628343793397
 d435320b-04a1-44dd-9bbc-44c25df3e34f |    127 |  5.8762055577818
 6aaf8c44-cb1a-49f8-a23d-bba1c56c871d |    128 | 5.88037954796921
 e63eeac8-7f3b-4bd8-af27-a0e82e6acca5 |    129 | 6.00938113004492
 9a01a565-14c7-4911-98aa-611b1227e3fa |    130 | 5.88299365951893
 4eb70bee-08ac-4736-a631-54c6b368338f |    131 | 5.87406537422114
 ec2075c4-84b1-48ba-9c7e-40c64d7f78fe |    132 |  5.8701884370725
 dc57461b-de25-498a-8f1f-911dff1e6386 |    133 | 5.86709400534088
 5eb17c30-16fa-40d3-8719-3ee7a71b97f5 |    134 | 5.88383189033641
 e755e7ba-aa4f-4f5a-8aef-3cb6cc4fd4ce |    135 | 5.89068067402719
 235de467-56b0-4060-8cb6-ee618dd135b0 |    136 | 5.86264985226702
 26038965-9bac-4b25-98f4-b6a3c5e24e7b |    137 | 5.86698001463657
 81410b8b-95ef-4b28-a3e4-865586011553 |    138 |  5.8744711965694
 8f3e421e-d6c9-479f-a5ba-620806d0d1b5 |    139 |  5.9941096409314
 4dc67c90-7021-442f-975e-d229301c862c |    140 | 5.82886772066582
 b29f852e-4745-4493-a25c-e14e99c1c40d |    141 | 5.86531980873846
 3a2cd661-3200-4c70-9e60-97a8767030d9 |    142 | 5.86745510489997
 5f3c6679-e135-4c79-bc9d-f134fb607168 |    143 | 5.86517343179854
 b9b54723-40e2-4769-8dda-4614cfa513b3 |    144 | 5.86030032822764
 1e5e804e-ec51-4558-ad4f-a54562acdd4c |    145 | 5.86905269342708
 d356f90c-ca8e-48a3-a817-d1d85857b696 |    146 | 5.85595202635571
 fc66af4c-89fb-4d89-b236-a775508e9872 |    147 | 5.86001352433187
 b2f4e63c-4d98-4e6a-a757-fba88c07f617 |    148 | 5.86476288520049
 a6cd7046-b43a-4f2a-ac3f-cd5d527efc4b |    149 |  6.0182297819752
 eeacfb98-9f3e-489f-812a-0b1a25ec056f |    150 | 5.83169498618765
 a092b85b-8a3f-42ea-a47d-7f71df02a41d |    151 | 5.86463095881024
 94176723-92cc-4730-82c4-81d7545f9436 |    152 | 5.85225859978779
 922ea53a-4a38-48a9-9052-e2c07bb80694 |    153 | 5.85803466262069
 8b48ae5b-d758-40af-b84e-08838a2ced4a |    154 | 5.85618158221008
 26157fa6-8e47-4d0f-828a-3c95b65d13de |    155 |  5.8706311377719
 42233d9a-b119-4bfb-bab9-0a61a7ec2b6d |    156 | 5.86332514522962
 919cec4c-6a44-47af-be9e-b1821db8f198 |    157 | 5.85280464518817
 ec06f75d-4fe8-41ad-91c9-2ef7b752c58d |    158 | 5.86181041805481
 2bde6b38-b450-45e6-ae75-20814ca2d192 |    159 | 6.00260777609062
 ed7780ed-f661-4437-a421-2a99eee65d5e |    160 | 5.83474821090706
 f8cc03ef-fca9-41cd-936b-9a1ed5493835 |    161 | 5.86544098407066
 48dfca7b-c249-4bc6-a6b8-fdd422c57ae9 |    162 |  5.8703256338278
 9574a709-8ba0-4499-b7e8-d61cca45c31e |    163 | 5.85507025015357
 4cc3bbae-3a1c-417e-94dd-b1c14c8480fc |    164 | 5.87099347577955
 53e826e0-4e45-438c-a06d-f037194d8b8b |    165 | 5.87687237983976
 1552ddb2-ceae-4f82-8b11-01f1c37fed4a |    166 | 5.85999786459827
 a8dab8ee-0ce9-4bb7-ab1b-22de4706cc34 |    167 | 5.86590243577196
 3c9b8cb1-78f5-493d-9a24-7e3eef200288 |    168 |  5.8667597953184
 07bdaaca-00cb-4f88-9f43-35ff02fbf868 |    169 | 5.97789509365127
 1ea65934-f6dc-4a52-9814-3509987a4f48 |    170 | 5.88420794855632
 b4cf2580-9b18-4658-9db9-bd55cddc138e |    171 | 5.85106836425863
 7d95b441-eb30-42d4-945b-6e3685821009 |    172 | 5.85391369556249
 24e81a5a-731a-47fb-96d3-2ed2d5fd86ae |    173 | 5.85246494034513
 f34a29b8-6d8d-4680-92bb-b8e95f16c0c8 |    174 | 5.85677592405538
 d2678c83-cbb4-474c-b301-c42ce6730895 |    175 | 5.85055118045266
 376e51f6-c804-407d-a42a-8667217ac10e |    176 | 5.85514157921062
 5829c0f1-2902-4a22-a8ac-aac807cd6750 |    177 | 5.85732037148947
 82dbdcb2-af7b-46c7-a04c-91356882bfa4 |    178 | 5.84423939404745
 95c04d1a-c023-4904-be1b-43d4537ef472 |    179 | 5.98382392131131
 d7321668-f6ec-448a-8775-7223f017c6ce |    180 | 5.83032386852363
 f5357256-b877-4d8c-ab5c-db262b02b827 |    181 | 5.86290239385089
 f90573a6-05fc-448b-b062-08a41e842032 |    182 | 5.82337359716294
 39073518-4d87-4d7a-aeb0-1110c0eb944b |    183 | 5.85155808357194
 4c2cb639-f1b7-4532-9a59-cdcbae5140f0 |    184 |  5.8518123477707
 c19875a1-8cd5-48e2-a8ec-64c64009d1be |    185 | 5.85644503489765
 c9d2aa81-5285-4bb8-bf9b-49973a686916 |    186 | 5.84311850115634
 a0c49329-aea0-4cd0-952c-6b83fb7cc92a |    187 | 5.83565570236651
 8239dc57-1022-414f-a2b2-b0dd0083e9ed |    188 | 5.85683848822385
 2229a5c1-6e2b-4b4f-8d35-83f1495ba8f1 |    189 | 5.98023084214691
 04041bf1-eea6-4ff8-b55a-6726f3ae4e6c |    190 | 5.82664385207802
 7e157ec4-b7a1-486b-a2e6-c876762b2ba0 |    191 | 5.83125923352431
 c96c8788-ff3f-4505-b26d-0aa87694307c |    192 | 5.84083120256888
 bf6b161e-2c7f-4d0b-ae38-c2d10d64c7ed |    193 | 5.83867401026357
 53efd65a-5343-474b-9bb3-c41ab3d6a6c6 |    194 | 5.83349278681962
 4f0f9d94-953f-402c-9a02-cf900aeb7bcb |    195 |  5.8329297438822
 bcc73ce9-4e30-4ac6-b7e8-d65dc953d0cf |    196 | 5.84561373726354
 af05e2a6-98b3-4019-a90d-6006761e27d9 |    197 | 5.82866991587054
 63487175-01a7-4564-8fb4-c04532c4fd1a |    198 | 5.84410144000196
 c5daaece-bace-45d8-81a7-4b0c08686d48 |    199 | 5.98991845756947
 472dd4ff-ef18-42a3-8750-5477cd899bfd |    200 | 5.80041112108792
 d21cabb2-a25c-43f9-9bfc-45bf76f948ab |    201 | 5.85421356244426
 89437e07-70c1-42e8-abf2-d69688fd3aa6 |    202 | 5.85932937827187
 bbe222a9-81f5-4732-a66e-9ee755e1f3df |    203 | 5.84473930437795
 54e7a9b7-3ace-470e-b927-85dc79db4182 |    204 | 5.84485334505879
 9b449398-ed1a-433b-bdf0-99d0b2def0a3 |    205 | 5.84842549168224
 0d6497f0-b68b-43ca-8dd8-98a635f02d5f |    206 |  5.8520594136729
 d5d54c15-2f24-4003-b348-b2b22afefa7d |    207 | 5.83888922363896
 421a11da-8e3b-479f-8083-f4a6e3f4a17b |    208 | 5.84921104107922
 4f6e270e-69e5-4af3-bb9b-88fe22db4cb6 |    209 | 5.98442326285753
 cccfeb95-2a83-4756-84cc-e93647b1c328 |    210 | 5.81012780728122
 e133b32d-9db3-4627-a3dc-aa79a74d6ad8 |    211 | 5.83418690025462
 0f978c37-75c2-4dbe-b41d-35d7203742a5 |    212 | 5.83422398075661
 579902eb-5e41-4b33-bb7c-4e9b2fc74628 |    213 | 5.83215900400115
 ad965b2f-2814-444c-af66-0f58957318bc |    214 | 5.82512139384843
 d70f837f-804f-4a88-b92b-c534043608d3 |    215 |  5.8228232295844
 39462003-1b5b-4485-84e6-caf7af52f87c |    216 | 5.82057774026583
 43da5dc3-6410-4d91-9702-bca4b3df1654 |    217 | 5.82862568338281
 39b5c8dd-9378-4012-ba69-316f6fb395de |    218 | 5.83007969536006
 79f48363-9eb4-4730-9d05-8c8d9ca25f3b |    219 | 5.96250771158586
 fa0ba574-ddb4-432b-b80e-bdfa37e87f96 |    220 | 5.80227442756805
 ba97d987-2da7-432b-8232-3debd88f777c |    221 | 5.83843317335869
 65c21024-9ce6-4aa4-88d8-439061a608d2 |    222 | 5.82074039948043
 ad896b6e-ae35-4648-a0a6-c6999f9cd095 |    223 | 5.82761708089935
 a8133448-3174-4499-ac3d-4759ec997e0d |    224 |  5.8182584823286
 5c904ff8-0965-47b9-b9a3-d1ff33b63c1a |    225 | 5.83633215513462
 07f75c8b-ce1c-41d9-bf41-4cb8f2a134ee |    226 | 5.82387691511784
 d5de847c-de95-4f90-b193-6f1da67f51bf |    227 | 5.81075661368159
 16273687-171d-4a33-ab9f-b232afebd4e3 |    228 | 5.83409208411072
 3323f0d9-9308-42f2-9f25-01a25e5dbc0a |    229 | 5.94566813044805
 b61d4fa3-bf14-4e06-853b-5d1b93693143 |    230 | 5.88450894456372
 3cda694e-03a2-4667-9207-7cd5e45d2120 |    231 | 5.81942859435158
 a778e245-1fe1-4687-b048-02bb80e544b7 |    232 | 5.82729812540722
 fe7bdad9-791d-4b38-959e-c18c37dca31a |    233 | 5.84156335037927
 517c4e04-4dc2-4a7e-8174-5ca7036d4cf2 |    234 | 5.81781555392449
 1273a92c-10b5-469f-a171-f4178634ec73 |    235 | 5.81990604691795
 1a63e18d-2003-4360-8ef1-b1a4adbe00ee |    236 | 5.82364732092407
 58417e8a-20e7-4b93-8922-21a960a5a44d |    237 | 5.82388420754833
 20d52b4a-6389-4797-b6d3-1e741abeb524 |    238 | 5.83465133143673
 074f4aa6-4234-40ba-996c-aca6b6839413 |    239 | 5.94561948863564
 664e280e-862c-484d-bdb2-214dbe9e66a5 |    240 | 5.85615084698654
 c155f278-ac3a-4124-89be-a62d2daafa7c |    241 | 5.80854209523075
 f6e105e3-3f12-47bc-b169-9df67f85bcdd |    242 | 5.81169536162739
 26ed9ec5-38c9-4ac2-8871-f49a6ee9122e |    243 | 5.81047755035278
 02e4bd6b-3081-4052-a244-35d748626fde |    244 | 5.80662463580622
 7d3a32ce-0259-4ed8-ab77-d8a3122349f1 |    245 | 5.80563581270008
 3ae72f7c-9e98-4bf8-ac56-467c095e5f0a |    246 | 5.79917934354065
 2708572c-232b-4b7a-97b9-ec2b0df727a1 |    247 | 5.79461230842781
 ff5a7915-2f80-452f-ba09-a802b3459370 |    248 | 5.81742217659637
 0d0e3a49-1215-43d8-8346-8842c0d6dd96 |    249 | 5.92005115010094
 7adcab8d-8011-4630-87be-67e30d30a9bd |    250 | 5.85575286713907
 da42882b-28ce-4063-92e7-e899d3241d25 |    251 | 5.80729543862278
 2fe57f47-7a32-4033-b575-914f7d317b9f |    252 | 5.81330085167416
 79ecd760-2db0-4f6c-bccc-6406f83d68af |    253 | 5.80654634824384
 daebff5f-4126-4ae1-95d8-93c12a49cb72 |    254 | 5.80875375330853
 31461f50-371d-47da-9e50-fec2d2c96fa5 |    255 | 5.82690206215132
 be7cac7e-be7d-45a3-8469-58c16db4154d |    256 | 5.80181938963332
 05d16dad-5436-4451-8c56-23a924e691ed |    257 | 5.80492183678545
 f48a4687-a046-4529-8694-24339c837eed |    258 | 5.80957227363066
 73d4832e-c23d-45b8-bb0a-de6ce6226dea |    259 | 5.95189304761527
 36e59ba2-392e-4fbe-8c62-08598b0c5068 |    260 | 5.78205317837658
 416458d5-6077-4f06-96ef-e685e6b9ab40 |    261 | 5.82521974393378
 fa7dae73-ccd3-4ea0-9f3c-fe8c3f4f940d |    262 | 5.83121136221204
 bca42cd8-670f-4078-867a-44b06e65520c |    263 | 5.80782226733252
 56ce25a9-d6b5-4542-b919-df069faeaa88 |    264 | 5.83081939798003
 a35e9fc3-a9b5-485c-b20c-e397baa83eb7 |    265 | 5.82362809721152
 8554d0dc-6dfb-4b4e-b0bd-09ca53984236 |    266 | 5.82347157291049
 572efb6d-dcdb-4c20-b745-a5ec33f0f268 |    267 | 5.81965544039508
 c324f00d-cb0d-4562-b5a7-d15dc07315ec |    268 | 5.92719916395883
 58d241fc-c195-4302-b4f1-0c72a0d36db2 |    269 | 5.86156075616578
 85331f6d-e687-4f7d-b560-d9e455c4dfe2 |    270 | 5.82528280531059
 1e681413-0081-499b-9a52-0657f542bcbc |    271 | 5.83166712574272
 bd0f93bb-5aac-44ce-beab-4c3693bcbae4 |    272 |   5.828926328605
 2e1138bc-507e-44da-acbd-010a498d4037 |    273 | 5.82673522972913
 140cc9e2-37e3-4df4-90a7-dcbec594d958 |    274 | 5.81841303299945
 e6e2efb9-4987-485d-81d2-64869702c04b |    275 | 5.81313616498558
 aa63a6c5-0f6c-418a-9721-6465628e411b |    276 | 5.81373782686204
 6ffac945-76c5-44b5-8ad0-0f78d140f873 |    277 | 5.81932894098263
 2f510926-4ede-4196-9554-f3a3d45f7c3e |    278 | 5.91376655265594
 a65869dd-d839-406e-b8a2-5c930afc146b |    279 | 5.84973899865283
 c898b63b-7c48-4d90-97af-5df42156f425 |    280 | 5.81386447151093
 ad270d87-e3fa-4b72-b6b9-6c6d35b487ca |    281 | 5.80965833122548
 4b8539fc-d842-4253-9fdc-3f962f251996 |    282 | 5.81397648231795
 6459cd70-e27c-4089-bb5c-265bc8a9e61e |    283 | 5.81117195540645
 0f6c0fda-7d7c-4661-bba5-f6e39608ec4a |    284 | 5.81770358177551
 6fa18f90-9e7b-4fe0-afe0-228542cafaa1 |    285 |  5.8119769920327
 3a1739d5-3239-4d6c-b91a-b8dae6f542c7 |    286 | 5.79885316597368
 749e8857-968d-4438-aef2-a3c017c86961 |    287 | 5.83243811571854
 9bd1b185-a1e2-4870-970d-97478b2d32d4 |    288 | 5.90482326514822
 7df8a8d3-25ce-4cff-b962-753b1885b750 |    289 |  5.8751596547361
 230e6f8c-3221-49cf-846d-e7f66f6febb4 |    290 | 5.82111240537492
 7a0f058a-795b-43db-b555-81edcc5a6f9c |    291 | 5.80486075123056
 907a46c2-c992-42b8-9b99-faf986247388 |    292 | 5.80047371445957
 e74d52bc-b3c4-4124-990f-c1d0d3fdc86d |    293 | 5.81489036227122
 f2a039f9-e0ca-48c3-9390-0c7084a12d5e |    294 | 5.81800352882113
 391cc997-7106-4f4f-80d5-da8fb4e628ae |    295 | 5.80536713547801
 0f49979f-3038-4133-a832-c2d6ee5e2d48 |    296 | 5.80460556085601
 192e8818-1bf0-426d-811c-0341197dc616 |    297 | 5.82017958665116
 2318d69c-c4d3-4f0a-9b40-efe9f5f59863 |    298 | 5.91786311304131
 e20baa1a-7ee1-46aa-bb0e-9d6e7ff3039b |    299 | 5.86507850928575
 406e06f1-c638-410e-99da-a8cba56bd49d |    300 | 5.80153154153246
 1dfb8240-9d8a-4a51-98bc-f67ce73bb5b9 |    301 | 5.80640774665395
 fc010116-c83a-49a3-9dfd-d748e5fd84c6 |    302 | 5.80149440475988
 0d14c8ef-d3ee-4212-90ac-a7fcce3ef8fe |    303 | 5.82734138616447
 d5f2f7e7-db51-4e76-972a-e21e75977c49 |    304 | 5.80180835923266
 42ae509a-4a86-4cee-b613-b3b7c1b961c6 |    305 | 5.79449375505109
 381d546e-4402-4248-afa0-70f02f2d6cf4 |    306 | 5.79962899582748
 a0fdbe56-6596-47ed-930f-40cb3be4655e |    307 | 5.82269066958192
 41d5d1ba-fb05-4ae5-b59f-a70c5da9821d |    308 | 5.91995508941648
 7feb97a0-a2fb-4d57-9ae2-ed219a0050df |    309 | 5.84433100282506
 9e55892f-4fd9-4471-83a8-f19adb069a61 |    310 | 5.79534144715148
 76e0c1cc-5e3b-497a-a81f-3f543d1389b5 |    311 | 5.80899247296542
 babc51c1-91c3-4fbe-879d-a5ae0b16045a |    312 |  5.8154000266616
 97ef7d70-a4c1-40be-864c-ae731549136b |    313 |  5.8132015145021
 af7ad0a9-0510-4bcb-9f48-4a794ab4cf40 |    314 | 5.80670336210283
 7780f04e-fb4f-4f41-a746-185086478040 |    315 | 5.81146006180344
 73b84f7e-8c32-4ed4-8007-6b76f4a48900 |    316 | 5.80716017995653
 b766a328-600a-4c43-b3c2-5dc9b8235a75 |    317 | 5.81139329976544
 6e260826-63d3-45a6-893b-00279bfa4c1e |    318 | 5.90941475921553
 fe9f54b5-aa6b-4b88-9b25-a54a1cb31e8d |    319 | 5.83138104324974
 04e0ca70-5ff9-43c0-bda3-fd033e86c1fc |    320 | 5.80903255723014
 1765cf32-8cfd-4760-912a-08f35bc78801 |    321 | 5.81090613017804
 4f1275d0-900a-405c-9a14-e50d9fca09bf |    322 | 5.79135744078334
 4f34f303-31d9-4538-a662-cd1b5dc39059 |    323 | 5.80233422816946
 d42ddfa5-bfcb-4e09-b885-a50ff5c747ed |    324 | 5.79597748375733
 74d55166-d22c-4426-83d0-f95534e77a16 |    325 | 5.80883232822915
 df877d2e-d6a1-493e-b9ee-7ddcb512bcca |    326 |   5.797403396917
 f04aea89-387b-4695-954d-88b5cd13bfeb |    327 | 5.80913272991366
 78dd08d0-8f37-467d-ba86-00ea8ae8ec85 |    328 | 5.87467892926974
 e8404761-8bbe-4e6e-8ab5-50d2164c65a4 |    329 | 5.85799329694397
 248344dd-c9e8-4dae-afe0-86ffd8a9c9ff |    330 | 5.80046552575158
 55ace0f6-cc9b-48c4-a13e-88a36d9bbd73 |    331 | 5.77549075631927
 76a94139-9133-4e16-8cfe-de2a028b37df |    332 | 5.79313486891098
 55ae0223-2399-41d6-b14d-33795ecff7bc |    333 |  5.7880469229739
 feacd1ad-c16a-4250-824a-c6751cc9cd15 |    334 | 5.79365770284329
